id	Description	Harasser	Time	Location	Trigger	harasser_age	harasser_num	harasser_type	time_of_day	location_type
4376	my neighbour tried to molest me by coming to my place with an excuse when he knew no one was home .	['neighbour']	None	['my place']	['molest']	0	1	5	0	4
4410	a young girl of 12 years was raped by the stepfather of 58 years while the mother had gone to work	['stepfather of 58 years']	None	None	['raped']	2	1	0	0	0
0676	this incident took place at vishwavidalaya metro station (inside metro) in the afternoon . i was sitting inside metro , ladies compartment . the compartment was full of men and the moment i entered they started ogling and making facial expressions which made me feel quite uncomfortable .	['men']	['afternoon']	['metro', 'metro station', 'ladies compartment']	['ogling', 'making facial expressions']	2	2	0	1	2
0662	a girl from her own family gets harass unknowingly . her brother in law call her to meet him and she meet him but his behave was so dreadful that he started kissing and doing naughty , silly things which makes the girl feel very bad . she cant raise her voice because of family prestige .	['brother in law']	None	None	['doing naughty, silly things', 'kissing']	2	1	1	0	0
4404	a girl was beaten by some men who later took her to a house where they raped her and left her dead	['some men']	None	['house']	['raped', 'beaten']	2	2	0	0	4
4362	i was coming back from school in the morning and a guy followed me . i somehow ran away and escaped .	['guy']	['morning']	None	['followed']	0	1	0	1	0
0104	one hot afternoon , i was about to go and see my friend off to her house . i met an old friend and was very happy to go see where he lives . after seeing where he lives he asked me to wait or if i prefer to go see off my friend become i come meet him back . so i told him that i will better stay than to go and come back . as i was in his house , he went to his friend and paid him one thousand without my knowledge so that he will use his room . he went and closed the door and told me that i will sleep with him before he lets me go . i was very confused and he ceased my shoes . at last i removed my expensive bangle and gave him before he allowed me to go .	['friend']	['afternoon']	['his house']	['told', 'ceased']	0	1	4	1	4
4389	a bo and his friends always stalk me pass comments as bhabhi and its really very annoying .	['A BO AND HIS FRIENDS']	None	None	['STALK', 'PASS COMMENTS']	1	2	4	0	0
0689	overcrowded buses in chennai . male tries to grab and do embarrassing stuff and females put it as normal day to day things . due to language constraints they pretend they don t understand when you confront them . no one stands up . this is on all public transport buses in chennai	['Male']	None	['buses']	['grab', 'do embarrassing stuff']	0	1	0	0	2
0851	my secondary school classmate was raped at the age of 8 . she was all alone at home and their 32 years old neighbour a man of about 32 years raped her . up till date , she suffers from the effect psychologically because sometimes she behaves like a mad woman .	['32 years old neighbour a man']	None	None	['raped']	2	2	5	0	0
0845	me and my cousin were returning from school and a man walked past us and all of sudden he turned and pinched my cousins private area . before we knew he ran . i asked some boys to run behind him . this happened in front of st . joseph high schools playground .	['man']	None	['schools']	['pinched']	2	1	0	0	11
0879	one of my friend works in a oil company at biratnagar . she lives alone and works from 8 am to 7 pm . while returning some boys followed her till her room . she feel insecure to walk alone from that particular way and had changed that way to her room .	['some boys']	None	None	['followed']	1	2	0	0	0
0058	it was a long time ago , while i was a school girl returning from my classes . i use this road as it is a short cut to reach my house . in a road where a hospital is located and mechanic shops you would think you would be safe , when i see this man in lungi holding his penis and masturbating amp heading towards me . i panicked and ran since i didnt know what else to do . i stopped using that road for a brief period but thought it was a onetime experience . however i was mistaken , the same incident happened to me once more and i stopped using this road fearing my own safety . it was a horrible incident , i never anticipated this happening twice in a row on the same road which are constantly used by people . a sight like that scars a child and it did on mine . i feel good to be able to share my experience with other women to ensure this doesnt happen to others .	['man']	None	['road']	['masturbating', 'holding his penis']	2	1	0	0	1
4558	in the morning , a druggie started touching me inappropriately which made me very uncomfortable .	['druggie']	['morning']	None	['touching']	0	1	0	1	0
0064	this has happened twice now that random bikers ask me if i want to come with them . the first time happened a month ago at around 730 pm when i was walking on the forever deserted footpath from wadala station and then this biker first asks me for directions and then asks me if i want to come along with him and he continues to follow me till i take out my phone and he leaves . the second time happened on saturday 13th august 2016 at 1030 pm when i was walking near wadala station and this biker stopped his bike right in front of me and started using different facial expressions . thankfully my parents came to pick me up at that time . but the biker managed to get away before i could complain . the entire r a kidwai road stretch has been very dangerous and scary for women to walk on because of the deserted street .	['using different facial expressions', 'random bikers']	['1030 pm', '730 pm']	['station']	['ask', 'follow']	0	1	0	2	3
4202	i was on the bus when i heard some men making comments me , i did not look behind to see who they were	['some men']	None	None	['making comments']	2	2	0	0	0
4564	people in the metro just try to push you and touch you . it happens in the afternoon and evening .	['People']	['evening', 'afternoon']	['metro']	['push', 'touch']	0	0	0	1,2	2
0702	i had been to bali for a vaccation with my family , i came out of my hotel prior my family , wanting to click pictures and then a car driver says i love to fuck indians . i was so furious , i went back to the hotel and his cheap mentality ruined one fun day of my trip .	['driver']	None	None	['says quot I love to fuck Indiansquot']	0	1	7	0	0
0716	while walking down the road , i had a man walk past me and suddenly squeeze my nipple . i have never felt so violated in and disgusted in my life . this is apart from all the other daily sexual harassment of whistling , catcalling and touching squeezing of my backside too .	['man']	None	['road']	['squeeze my nipple']	2	1	0	0	1
4570	when a girl passed by few guys were continuously commenting on her and then laughing out loud .	['few guys']	None	None	['laughing', 'commenting']	0	2	0	0	0
4216	some boys followed us . they were making loud noise and they were disturbing us . they even followed us .	['some boys']	None	None	['followed', 'disturbing', 'making loud noise']	1	2	0	0	0
0070	a door to door salesman from vodafone had come home when no one was around . and after asking me and informing me about various schemes he offered (he already had my number) started cal l ing me daily for no official reason , engaging in a conversation asking me whether i had a boyfriend , etc . i had already told my mother about it and she told me to call him home under the pretext of getting some scheme activated . his reply to me was what will i get if i give you the package ? and i told him whatever when he asked me for a kiss . he came home , my mom and my grand mom , cousins and boyfriend were hiding in the other room and as soon as he came home , they started pounding him and took him to the police station . this was when i was in the 9th std approx .	['salesman']	None	['home']	['l', 'asking', 'asked me for a kiss']	2	1	12	0	4
0919	i was followed and tailed by a partially bald middleaged man wearing an army shirt might be a police sepoy . he purposely jogged behind me and stopped as and when i did . it was all very sly on his part i even confirmed , ed it by stopping randomly .	['police sepoy', 'bald middleaged man']	None	None	['purposely jogged behind', 'tailed', 'followed']	2	1	9	0	0
4982	pushing to girls teasing girls by ringing horns ringing horns pussing comments trying to touch knowingly	None	None	None	['teasing', 'pushing', 'pussing comments', 'touch', 'ringing horns']	0	0	0	0	0
0528	while travelling an old guy nearly my fathers age sat next to me . when the bus started , he started to talk at his phone . i had a bag on my lap . suddenly my thigh sense someones touch but i thought it was just my bag . but as i reached my destination amp took my bag off my lap , there was his hand on my thigh .	['old guy nearly my fathers age']	None	['bus']	['touch', 'his hand on my thigh']	2	1	0	0	2
4996	when i was going to the station , the road beside it had group of boys passing comments .	['group of boys']	None	['road']	['passing comments']	1	2	0	0	1
0500	if you are in the pondy bazaar area in madras for shopping , beware of shop owners and their helpers as they take pictures of you in their phone camera while you are shopping . try to cover yourself as much as possible , and if you ever hear a camera click , shout out for help and confiscate the camera as soon as you can .	['their helpers', 'shop owners']	None	['shopping']	['take pictures of you']	0	2	11	0	5
4766	i saw a girl being teased badly by boys and the girl was so afraid . they even followed her .	['boys']	None	None	['followed', 'teased']	1	2	0	0	0
0266	i was standing on the platform waiting for the train . i noticed a guy staring at me . next day again he was there staring at me . this went on around for a week . and then he came to me and asked me for my name , college name , address . i ignored him , but he was still asking and followed me . i got angry and warned him that if he bothers or follows me again i will lodge a complaint against him and after tht he never followed me .	['guy']	None	['platform']	['staring', 'asking and followed', 'asked me for my name,college name,address']	0	1	0	0	3
1178	i know someone but not his name . he goes where women are buying and pretends to buy raising his hands over them and pushing his organon them . he leaves themand goes to others . he does that in soweto biashara street	['someone']	None	['street']	['pushing his organon']	0	1	0	0	1
4014	an old person was trying to touch me in inappropriate places . this happened in a bus near juinagar station	['old person']	None	None	['touch']	2	1	0	0	0
4772	someone passed a comment at me in my locality , near the temple at trimukti seva sangh chawl	['Someone']	None	['my locality']	['passed a comment']	0	1	0	0	6
0514	it happened to a very good friend of mine . she was sexually harassed by her father s friend who lived with them . one evening she came back from school and that day her dad s friend was home alone . when she arrived she went to her room and was undressing . to her greatest suprise he walked in and forcefully raped her .	["her father's friend"]	['evening']	['home']	['harassed', 'raped']	2	1	4	2	4
1193	i was new to the place as we were just shifted there and i was going to find some goods in the near shop i was teased and commented by a druggist i was so scared and i called my brother and he warned that druggist	['druggist']	None	['near shop']	['teased', 'commented']	0	1	0	0	0
4955	at night a guy was touching me here nad there . i started shouting on him and he ran away	['guy']	['night']	None	['touching']	0	1	0	2	0
4969	it happened in a restaurant in the evening where the waiter was trying to take pictures .	['waiter']	['evening']	['restaurant']	['take pictures']	0	1	12	2	12
4968	my friend was taken to the bar by some men in the morning she told me that she was raped	['some men']	None	None	['raped']	2	2	0	0	0
1192	i stepped out of my building and this guy whispered something to me and before i realised he had passed me . i stopped in my path and turned around and he was looking back for a reaction . i did not let it ruin my day .	['guy']	None	None	['whispered']	0	1	0	0	0
4954	a man was following me and commenting on my clothes and walk . i continued walking ahead .	['man']	None	None	['following', 'commenting']	2	1	0	0	0
4798	called me on the terrace with a greed of chocolates . followed me to the bus stop for 3 days	None	None	['terrace']	['Followed']	0	0	0	0	6
4940	while travelling in the train that man tried to touch the girl while she was against it .	['man']	None	['train']	['touch']	2	1	0	0	2
0298	i was going to a photocopying shop in makina when some boda boda operators started shouting calling me to sit on their motorbikes so that they could ferry me wherever was going . i declined since it was a walking distance . thye started telling me tat i am boasting and i do not even have shape . i turned and asked them if those shapes are bought or created so they could buy me one good curvy shape .	['boda boda operators']	None	None	['telling me tat I am boasting']	2	2	0	0	0
1186	commenting , ogling which means nonverbal and verbal sexual harassment is a common thing for every girl , and ignoring is only solution . remembering such kind of thing and mentioning are not possible but they are common	None	None	None	['ogling', 'commenting']	0	0	0	0	0
0273	walking down the street on my way to work , as i passed many people i was shocked when one man put his hand on my crotch . it was about 11am and although i know this isnt the best neighborhood , i walk here everyday , but he must have noticed that i wasnt paying any attention to him and went for it . i was with a male coworker as well but it happens so fast and in a crowd of people that there is nothing i could do .	['one man']	['11am']	['the street']	['put his hand on my crotch']	2	1	0	1	1
0515	when i would travel by the 271 bus i often experienced of men try brush against me and stare at me . the worst thing is that there are two three conductors who always try to touch women and they purposely hold the hand of the women when handing over the ticket . this happened with me more that four or five times .	['two three conductors', 'men']	None	['bus']	['hold the hand', 'stare', 'touch', 'brush']	2	2	6	0	2
4773	yelling abuses or passing indecent remarks at girls . touching them at inappropriate places .	None	None	None	['Touching', 'passing indecent remarks', 'Yelling abuses']	0	0	0	0	0
4767	there was continuous commenting and staring when i was travelling in metro in the evening .	None	['evening']	['metro']	['staring', 'commenting']	0	0	0	2	2
1179	this happened to a friend of mine who was waiting for the opening on forever 21 in saket . she felt something touched her body from behind . after 5 mins she turned back to see a middle aged man with his unzipped pants .	['middle aged man']	None	None	['touched', 'unzipped pants']	2	1	0	0	0
4001	i was made to touch his organ forcefully . this was very very bad for me . even if i resisted he didn t stop .	None	None	None	['made to touch']	0	0	0	0	0
1151	i went thamel with my friends . it was around 11pm . i came outside from the hotel to buy cigarettes and one 3rd gender came to me and tried to touch my body and inviting me for a nightgti pushed her and ran away from there .	['3rd gender']	['11pm']	None	['touch']	0	2	0	2	0
4029	the watchman of my society keeps giving me and many other girls glares and stares at them inappropriately .	['watchman']	None	None	['stares', 'glares']	2	1	10	0	0
4997	the boys were inside the car . they commented and went away . it happened in the afternoon .	['boys']	['afternoon']	None	['commented']	1	2	0	1	0
0529	a friend of mine was sexually abused when we were still in primary school . while in primary school , i did not understand what sexual harassment was but i noticed that my friend who had developed breast at the time was constantly held by boys and i found them pushing her to the ground and touching her breast .	['boys']	None	['school']	['pushing', 'held by', 'touching']	1	2	0	0	11
1145	one day i was going to school by public transport . there was no space to stand and after sometime i found that a man was holding me from behind . i didn t know what to do . i pinched him badly and gave him a very bad look .	['man']	None	['public transport']	['holding me']	2	1	0	0	2
0918	it was in kali temple in lucknow when a cop took advantage of the crowd and kept touching a girl less than 13 yrs old inappropriately . due to the crowd she didn t realise it immediately but soon realised he was continuously pressing her breasts .	['a cop']	None	['temple']	['touching a girl', 'pressing her breasts']	2	1	9	0	13
0930	i started noticing a man at the jasola metro station ogling at me for a couple of days . i knew which station he would usually get off at but after a few days , he made extra efforts to follow me on my route . i complained to the metro officials .	['a man']	None	['metro station']	['follow me']	2	1	0	0	3
0924	when i was 10 years old a man of about 30 years invited me to a store and bought me bonbon . he took me to a near by bush and asked me to undress . i started crying and he forced his penis into my vagina . it was so painful . i did not tell any body .	['a man of about 30 years']	None	['near by bush']	['asked me to undress', 'forced his penis into my vagina']	2	1	0	0	9
4571	a group of boys were non virtually harassing a girl who was walking a lone in the small street .	['group of boys']	None	['street']	['harassing']	1	2	0	0	1
0717	was walking on the street , a guy stands leaning on the gate of his home and whistles and calls out to me the whole time i cross his home . i take that road daily , except sunday , to go to music classes . this went on for a month and i finally quit music classes . i was 13 then .	['guy']	None	['street']	['calls out to me', 'whistles']	0	1	0	0	1
0071	man standing between a schoolbus and a building wall on north avenue in santacruz (west) masturbating and exposing himself . it was pretty dark between wall and bus , and there are enough bushes to hide him from the watchmen who were just about 1012 feet away . initially it was unclear what he was up to owing to how dark it was . but when it did become more evident and i was about to call out to the watchmen he ran away . it s disturbing because there are kids living in the building and around it . this is also right on to a busy arterial lane between linking and sv road . the complete lack of fear of discovery on such a busy location is also disquieting . just goes to show how even a seemingly highly unlikely and tiny secluded spot can become an opportunity .	['Man']	None	['between a schoolbus and a building wall']	['masturbating', 'exposing']	2	1	0	0	1
4203	i was walking on my way to mamaghar and few guys at round about they start teasing me and followed me .	['few guys']	None	None	['followed', 'teasing']	0	2	0	0	0
0065	there are several sexual harassments i have experienced but i will talk about the most serious one i experienced . when i was sick i went to the hospital and the doctor prescribed some medicines and injections . my dad was a doctor so he was the one giving me the injections . an emergency came up and he travelled to bamenda . he then took me to his friend s clinic and his friend is also a medical doctor incharge of giving me those injections in his absence . i went on the first day and the doctor gave me the injection . on the second day the doctor asked me to come into his private word to give me the injection there . i was confused because the place was unusual to me . so i refused but the doctor kept on insisting and begging me to have sex with him . i refused , insulted him and never took the injections any longer .	['medical doctor']	None	["his friend's clinic"]	['begging me to have sex']	0	1	12	0	13
0703	i was on my way home after an event and was with a male friend so i decided to take the general compartment instead of the ladies (big mistake) . there was so much crowd . it was ok till i had to get off . i felt at least three hands accidentally brush against my butt .	None	None	None	['brush against my butt']	0	0	0	0	0
4565	shangrila resort groped by men when in a pool as i was hit by a wave and lost balance to drown	['men']	None	None	['groped']	2	0	0	0	0
0059	this happened in a bus , public transport . it was in broad daylight . i was on my way to college and the bus wasn t that crowded . there was enough space for two people to stand back to back with big bags on em . this particular male was standing next to my seat . there was enough and more space behind him . but noooooo . . . he started rubbing his crotch against my shoulder , subtly at first and then very obviously . i made my discomfort very apparent . but he didn t seem to get it . i shifted inside my seat and so did he . i think the lady beside me knew what was going on but didn t say a word , neither did the people behind me nor the bus conductor . well neither did i in the first place , i was frozen and gripped in shock and fear . i think now i am better prepared to make shit go down if someone tries the same feat with me . but i ll never know .	['male']	['broad daylight']	['bus, public transport']	['rubbing his crotch']	0	1	0	1	2
4559	while standing in the line for metro i got attacked by a boy who tried to push me and touch me .	['boy']	None	['in the line for metro']	['attacked', 'push', 'touch']	1	1	0	0	3
0878	when i was riding scooter , a microbus overtook and both the driver and conductor of that blue micro bus said , are you new in riding scooter , how slowly you are riding ? should we teach you how to ride ? this type of comment i got several times .	['driver', 'conductor']	None	None	['comment']	0	2	6,7	0	0
0844	my friend was coming back from the market one afternoon . on her way back home , she took a taxi while in the taxi a man was sitting behind . immediately she enetered , the man greeted her and he suddenly starting making facial expression and rubbing her hands .	['man']	['afternoon']	['taxi']	['making facial expression', 'rubbing her hands']	2	1	0	1	2
4388	i was walking from school a certain man told me that i am beautiful he wants to marry me in future	['man']	None	None	['told me that I am beautiful he wants to marry me in future']	2	1	0	0	0
0850	i had gone to visit a friend and was dressed in skin tight and top . when i passed this young man who called me and didn t respond . they gathered around me and tore my tight off and its only a kind woman who wrapped me in a lesso , it was terrible for me	['young man']	None	None	['tore my tight']	1	1	0	0	0
0688	i was in my room one evening and i heard a knock on my door . i opened the door and the visitor was a long time friend . she entered my room and she started kissing , romancing , and undressing me . i asked her what was going on and she replied i want to have sex with you .	['friend', 'visitor']	['evening']	None	['undressing', 'romancing', 'repliedquot I want to have sex with youquot', 'kissing']	0	1	4	2	0
4405	while walking towards he station , people standing outside the metro station made some lewd commens	['people']	None	['metro station']	['made some lewd commens']	0	0	0	0	3
0663	it was around 8 pm , i got off at the vishwavidyalaya metro station and was getting back to my hostel . i saw a guy following me . after a few minutes , he pulled me back to ask if we can be friends . he touched me inappropriately . i shouted no and ran without looking back to my hostel	['guy']	['8 pm']	None	['ask if we can be friends', 'pulled']	0	1	0	2	0
0105	i was assaulted by three men on a bus going from sunauli (near nepal border) to varanassi . i was followed by three men onto the bus at saunlai bus stand , verbally and physically attacked , spit on , pushed etc . i feared for my life . i thought i was going to be dragged off the bus , raped and murdered . this is not an exaggeration . the bus was full of passengers , i was screaming and crying very loud and no one would even look at me . i screamed at the bus driver to stop the bus and he ignored me . after some time , a man , another foreigner got onto the bus and stood up for me , which made the 3 men harassing assaulting me leave the bus .	['three men']	None	['bus']	['pushed', 'assaulted', 'attacked', 'spit on', 'followed']	2	2	0	0	2
4377	when you pass they call you if you refuse they abuse you and even start following you to your home	['they']	None	None	['call', 'following', 'abuse']	0	2	0	0	0
0111	i was walking back home from my institute when a guy tapped my shoulder from back and asked me the way of a street nearby . i politely gave the answer but he asked again nahi nahi , main usss wali gali ki baat kr ra hoon . i dint understand . he started laughing looking at me n then i commemorated , their were 4 rapes reported on that street . i was horrified . he laughed loud and mockingly zippedunzipped his pant . i ran back to home . but no doubt , m scared to go out even in the shops nearby . moreover , i get these frequent calls from unknown guys who keep on calling . i have to keep my cell in flight mode the whole day . (	['unknown guys', 'guy']	None	None	['zippedunzipped', 'tapped', 'laughing looking at', 'keep on calling', 'frequent calls', 'laughed']	0	1	0	0	0
0677	i have been traveling in local trains for almost 15 years now amp still unable to look at the moving train on the opposite sight of the tracks , ask why ? the day you decide to look through other moving train , you find men staring at you , making indecent advances towards many women .	['men']	None	None	['staring', 'making indecent advances']	2	2	0	0	0
4411	i was in vegetable market . when a guy tried to take my picture . i scolded him back once i knew it .	['guy']	None	['market']	['take my picture']	0	1	0	0	5
0887	this incident took place at rajiv chowk metro station in the morning around 11am . i was standing in line waiting for the metro to come and then two young guys started whistling at me and laughing . then the train came and i got into the women s coach .	['two young guys']	['morning']	['metro station']	['whistling']	1	2	0	1	3
4439	a group of men made obscene gestures while passing by a car , and a man in the metro took pictures	['group of men', 'man']	None	['metro']	['made obscene gestures', 'took pictures']	2	2	0	0	2
1227	me , my friend amp her sister were walking in a road in the evening just to get fresh air . suddenly two bikes passed away , hitting hard on the ass of my friends sister . the person sitting behind the bike did that .	None	['evening']	['road']	['hitting hard on the ass']	0	0	0	2	1
1233	i was harassed by a gang of guys who raped me . one day i was moving on the streets and i met a group of boys who came and confronted me . when i tried to escaped from them , they ran after me and one of them raped me .	['gang of guys']	None	['streets']	['harassed', 'raped']	0	2	0	0	1
0893	my friends and me went to carter road and we were having some fun . suddenly my friend noticed a guy taking pictures of us . so we went up to him and told him to show us the phone . and we found the pic , deleted it and slapped the man and walked off .	['a guy']	None	['road']	['taking pictures']	0	1	0	0	1
4820	a woman revolted against a man taking the advantage of the morning rush hour to grope her .	['man']	None	None	['grope']	2	1	0	0	0
4834	a guy commented on me and then tried to talk to me again and again and asked for my number	['guy']	None	None	['talk', 'asked for my number', 'commented']	0	1	0	0	0
0307	two unruly men in a white maruti swift (hr 26 cd 8118) first reversed into my car at a red light , when the traffic was stock still , even after i m repeatedly honking them to stop . as the light changed , they manoeuvred 2 cars ahead and the driver showed his middle finger amidst their raucous laughter within the car . the light changed at the busy intersection before i could hail the traffic cop .	['driver']	None	None	['raucous laughter', 'showed his middle finger']	0	1	7	0	0
1019	few months back , my maid had gone to our usual drycleaner . the dry cleaner inappropriately asked her to join him in the house , she insisted for her to come upstairs . this angered my maid and she told him to behave or she ll complain .	['dry cleaner']	None	['drycleaner']	['asked her to join him']	0	1	0	0	13
0461	twice when i was under 18 . almost got raped . 1st standard by music teacher . second time in 9th standard by tuition teacher . when i was doing my mba , a man followed me and stopped my scooty in the middle of the road and dragged me to the atm and forced me to give him money . though i shouted no one from the busy road came to help .	['teacher', 'man']	None	['road']	['forced me to give him money', 'raped', 'dragged']	2	1	2	0	1
4607	while walking in evening , a guy passed me and commented oye hoye , kya lag rhi hai . .	['guy']	['evening']	None	['commented']	0	1	0	2	0
4613	men on the bus groped me . though it happened in 2012 , i am still traumatised by the incident .	['Men']	None	['bus']	['groped']	2	0	0	0	2
0475	my ex boyfriend started stalking and black mailing me . everywhere i went he was there back of me . i was too scared to leave my house . so for a month i did not go anywhere . it happened between june 2014 . later my sister and a friend helped me to get out of this situation . location my college , home , tuitions , everywhere i went	['ex boyfriend']	None	None	['stalking', 'black mailing']	1	1	4	0	0
0313	my aunt sent me around 500 pm to one shop which was found beside our house to buy a candle since there was no light . when i arrived at the store , there were so many people especially boys , so i went to another store and bought the candle . on my way back i saw some of them figitting without knowing that they were actually talking about me . one of them held me and tried to kiss but i screamed .	['boys']	['500 pm']	None	['held', 'tried to kiss']	1	2	0	1	0
4175	at a dinner meeting , my uncle called me to his room and touched me inappropriately , i fled from there .	['my uncle']	['dinner']	['room']	['touched']	2	1	1	2	1
1025	when my friend was travelling through the public bus to the college . she was harrashed by one boy in the bus . the boy was trying to touch her n she feels uncomfortable n she used to safty pin n poked him . then he ran awyfrom her side .	['boy']	None	['bus']	['touch']	1	1	0	0	2
0449	on the 25th of december i went out around 900 pm with my friends to chill and on our way out he stopped me and told me what guys always tell girls when they see them that is love stuff while they just pretend to love . when he told me this , i refused and he starting asking me who i think i am to refuse his proposal . i felt so harassed .	['he']	['900 pm']	None	['stopped']	0	1	0	2	0
4149	a man standing too close to me in a semicrowded metro continued to touch me indecently till pushed away	['man']	None	['metro']	['touch']	2	1	0	0	2
1031	my friend was trying to do some shopping at the market . on taking a bend , she found a group of boys who made advances at her with whistling , some even hit her bottucks . she got so mad at them but was advised by a passeby to let it go .	['group of boys']	None	['market']	['whistling', 'hit her bottucks']	1	2	0	0	5
1027	i was walking to work and after passing the railway line there was a man following me . when i stopped he also stopped . i thought he wanted to steal from me and so i decided to put my phone inside my bag and increased my walking pace	['man']	None	None	['following']	2	1	0	0	0
0339	i was in jaipur for a family holiday shopping in the local markets of jaipur when i felt somebody squeeze my butt . it was broad daylight in a crowded market place and i was wearing full skirt and a proper tshirt so i wasn t even indecently dressed . i then turned around and slapped the guy but what i regret is that in all that frenzy it didn t occur to me to report it .	['somebody']	['broad daylight']	['markets']	['squeeze']	0	1	0	1	5
1033	once in the evening when i was walking to my home . i saw some boys wear standing at me . i felt uncomfortable and i satrted to walk faster but they followed me . they wear whistelling and clapping hands . as wel as they commenting at me .	['some boys']	['evening']	['walking']	['followed', 'commenting', 'whistelling']	1	2	0	2	1
4605	when i was going to college some guys stared , whistled at me , commented on me and followed me .	['some guys']	None	None	['whistled', 'stared', 'followed', 'commented']	0	2	0	0	0
0305	i was just travelling in dtc bus no 253 as i used to travel everyday some boys board the bus from brj puri bus stop so one of them starting staring at me and he was continously staring me which was very irritating for me so i got irritated and i decided that i will also start staring so as soon as i started staring by giving tough looks at him he became conscious and he got down from the bus .	['some boys']	None	['bus']	['staring']	1	2	0	0	2
4163	i was stalked by a man who looks wired and it was too scary and i share this with my friends and family	['man']	None	None	['stalked']	2	1	0	0	0
0311	this incident happened to a friend of mine . she met a man near her street where she lives . he would keep looking at her . she kept ignoring him . he tried talking to her and becoming friendly . he insisted that they talk on the phone and she shared her phone number . he started sending her obscene sexual messages . i called up that guy and shouted at him , he has now stopped bothering my friend	['man']	None	['street']	['sending her obscene sexual messages']	2	1	0	0	1
0477	my friend was abused by one boy who touched her breast infront of the whole class . the boy and the girl were quarelling and the boy threatened her that he was going to disgrace her in public . so that day when everybody was in class , the girl was entering class then the boy hurried and pull up her gown and the girl was ashamed	['boy', 'one boy']	None	['infront of the whole class']	['touched', 'abused', 'pull up']	1	1	3	0	11
4611	he is my boss and facebook friend . he send me vulgar messages and comments unnecessary things .	['my boss']	None	None	['send me vulgar messages', 'comments']	0	1	8	0	0
4822	i was walking with my friend . a man came in his bike and said very bad words to my friend .	['man']	None	None	['said very bad words']	2	1	0	0	0
4188	a guy was trying to come closer to me and touching me during my travel in metro during evening hours .	['guy']	['evening']	['metro']	['touching']	0	1	0	2	2
0488	auto drivers and even other pedestrians stand occupying the whole skywalk with the intention of groping girls or women that try to pass them strict action must be taken to control these imbecile and insolent freaks who think they can behave as they please with women , forgetting that it was a woman who gave birth to them .	['Auto drivers', 'even other pedestrians']	None	['skywalk']	['groping']	0	0	7	0	1
4836	i was touched on my back . the bus was packed with many people so i didn t know who did it .	None	None	['bus']	['touched']	0	0	0	0	2
1225	a friend of mine was an only child who belonged to a good family . her parents worked away for hours and left her in the hands of a male servant . while they were away he would sexually harass her in their own home .	['male servant']	None	['home']	['sexually harass']	0	1	12	0	4
0885	one day , i was visiting to the place , bhaktapur . i was in bus . suddenly one boy enter in the bus . besides me there was a simple type of girl was sitting . boy came near to that girl ans speaking and telling such a vulgar word . i was also feeling shy .	['one boy']	None	['bus']	['telling such a vulgar word']	1	1	0	0	2
0649	i was walking on the road to reach bus stand , there stood a bunch of guys whistling passing vulgar comments at me . i ignored and just went passed them , they followed me n continued doing the same . its becoming difficult for women to survive . please wake up and do something about it .	['bunch of guys']	None	['bus stand']	['whistling', 'followed', 'passing vulgar comments']	0	2	0	0	3
1231	when me and my friend were walking , we saw two boys following a girl . later we saw that one of the men hugged the girl from backside and she shouted loudly . after that , she ran fast and informed the policy nearby .	['two boys']	None	['walking']	['hugged', 'following']	1	2	0	0	1
4361	i was with my friend and it was raining heavily when a group of boys stalked us and then commented .	['group of boys']	None	None	['stalked', 'commented']	1	2	0	0	0
0107	i wanna bring this incident to ur notice which happened with me n my frnd . i stay in chembur , mumbai . we went for a evening walk to rcf sports club . we were walking on the road parallel to the sports club which is in the rcf colony n youth council hall is on the other side of the narrow road . the road was not so crowded n bit dark (although street lights were on) . a guy came on bike and he hit my frnd on back (as she was walking on the outer side) an d speeded up his bike . we couldnt note the enitre bike number bt managed to note this mh o3 3347 . if you could help on this or highlight the same to the concerned people . thank you .	['guy']	['evening']	['road']	['hit']	0	1	0	2	1
1219	during morning , i witnessed a guy abusing and character assassinating a girl , just because she asked him not to sit in women compartment . his exact words were tu bahar nikal dekh tere saath kya hota hai	['guy']	['morning']	None	['abusing', 'character assassinating']	0	1	0	1	0
0661	i was on my college road , travelling for a km distance just to take a auto . in a meanwhile two people in car came close to me and asked for the address . then suddenly they started dragging me inside the car . i started shouting and people nearby to me came and those 2 people ran away .	['two people']	None	['road']	['dragging']	0	2	0	0	1
4407	it happened near college of vocational studies . sexual invites from guys who were peeing in public .	['guys']	None	['near College of Vocational Studies']	['Sexual invites']	0	2	0	0	0
4413	one of my friends was sexually harassed . while she was walking on the street the man felt her up .	['man']	None	['street']	['harassed', 'felt her up']	2	1	0	0	1
0675	a friend of mine was getting back from school when a stranger on a two wheeler stopped and asked her for directions to a place . as soon as she told him , he smiled and pointing down said did you see this ? his penis was out . for a minute she was blank and then she ran away .	['stranger']	None	None	['pointing down said quotDid you see this?quot', 'penis was out']	0	1	0	0	0
4375	i was walking on footpath . one stranger followed me and tried to talk with me . i gave no response .	['stranger']	None	['footpath']	['talk', 'followed']	0	1	0	0	1
0846	on a sunday afternoon after church on my way back with my siblings , a very huge man tried pulling up my gown just to see my inside , i tried to fight back but he seemed to be very strong and drunk , he told me if i say a word he would slap me hard .	['man']	['afternoon']	None	['pulling up my gown']	2	1	0	1	0
4229	a guy who was on cycle commented in indecent language . it happened near ramjas college in the morning .	['guy']	['morning']	None	['commented in indecent language']	0	1	0	1	0
